product_name,packaging,main_category,nutrition_grade_fr,nutrition_score,fat_g,carbohydrates_g,proteins_g,additives_n,ingredients_from_palm_oil_n,fp_lat,fp_lon,contains_additives
"Lardons, Fumés (+ 1 Barquette Gratuite)","frais,barquette et film plastique à jeter,barquettes détachables,sous atmosphère protectrice",fresh-foods,e,19,20.0,0.4,17.0,4,0,50.38,2.33,1
Chocolat noir nestlé dessert,"papier,plastique,aluminium",sugary-snacks,e,21,34.7,50.6,4.9,1,0,47.63,-2.67,1
Smarties,"emballage aluminium,alu,aluminium",sugary-snacks,e,24,32.4,56.9,6.1,3,0,47.63,-2.67,1
Eau minérale naturelle gazeuse aromatisée Renforcée au gaz de la source et aux extraits naturels de fruits rouges.,"sachet,plastique",beverages,b,1,0.0,0.0,0.0,0,0,47.63,-2.67,0
Perrier 1l aromatisé fraise,"sachet,plastique",beverages,b,1,0.0,0.0,0.0,0,0,47.63,-2.67,0
La Laitière Les crèmes glacées Chocolat éclats de chocolat,"barquette,film,plastique,surgelé",desserts,c,4,5.3,14.5,1.8,5,0,47.63,-2.67,1
"La Laitière Vanille,  Points de gousse",surgelé,desserts,c,5,4.7,15.8,1.3,5,0,47.63,-2.67,1
P'tit Gourmand Biscuit,"coupelles,carton,plastique",baby-foods,b,1,3.1,12.8,3.3,4,0,48.12,6.53,1
Pirulo Happy ,"carton,bâtonnet,plastique",desserts,c,3,0.0,16.3,0.1,9,0,47.63,-2.67,1
Pirulo Tropical,"surgelet,boite carton,sachets individuels papier",desserts,b,2,0.0,15.9,0.1,7,0,47.63,-2.67,1
Smarties Pop'up,"carton,surgelé",desserts,b,1,4.59,18.7,1.65,7,1,47.63,-2.67,1
Steinofen Pizza Spinat,"karton,kunststoff",frozen-foods,c,3,10.0,21.3,7.8,2,0,47.63,-2.67,1
Délices au fromage,carton,breaded-products,d,12,10.0,23.0,8.0,3,0,47.63,-2.67,1
"Cailler Schokolade, Chocolat Noir Myrtilles, Amand. ..","sachet,plastique",sugary-snacks,e,19,36.0,41.7,7.7,1,0,47.63,-2.67,1
Ricoré Noir Intense,"métal,plastique",beverages,c,2,0.0,0.2,0.1,0,0,47.63,-2.67,0
Nescafé Cappuccino Noisette,boite plastique,preparation-instantanee-pour-boisson-au-cafe-saveur-noisette,e,21,9.33,71.3,8.67,3,0,47.63,-2.67,1
Romanette Arôme citron,"bouteille,plastique",beverages,e,13,0.0,10.4,0.1,3,0,47.63,-2.67,1
Romanette Limonade Grapefruit,bouteille en pet,beverages,e,14,0.0,10.6,0.1,8,0,47.63,-2.67,1
P'tit Souper Vanille Camomille,carton,baby-foods,c,4,0.9,87.0,6.1,3,0,47.63,-2.67,1
Chocapic Duo,"boîte,carton,sachet,plastique",plant-based-foods-and-beverages,c,8,5.3,75.4,8.0,3,1,47.63,-2.67,1
Bacon fumé - 25% de sel,"barquette,plastique,barquette",meats,c,4,2.9,0.8,21.0,4,0,50.38,2.33,1
"NaturNes Légumes Verts, Riz, Saumon","carton,pot,plastique,pack",baby-foods,a,-1,1.9,7.0,2.8,0,0,48.12,6.53,0
"Légumes du pot-au-feu, boeuf et fines herbes","pack,carton,pots,plastique",meals,a,-1,2.1,6.8,2.2,0,0,48.12,6.53,0
Perrier saveur citron vert,métal,beverages,b,1,0.0,0.0,0.0,0,0,47.63,-2.67,0
Eau minérale naturelle gazeuse aromatisée au citron vert,"sachet,plastique",beverages,b,0,0.0,0.0,0.0,0,0,47.63,-2.67,0
Citron,canette,beverages,b,0,0.0,0.0,0.0,0,0,47.63,-2.67,0
"Epinards, Saumon aux petites pommes de terre","plastique,carton",baby-foods,a,-2,2.0,8.9,2.9,0,0,47.63,-2.67,0
"NaturNes Douceur de Carottes, Saumon","pot,carton,plastique",baby-foods,a,-2,1.8,7.2,2.9,0,0,47.63,-2.67,0
"NaturNes Carottes, Merlu blanc, Riz","pot,carton,plastique",baby-foods,a,-2,2.2,7.5,2.9,0,0,47.63,-2.67,0
"NaturNes Carottes, Pommes de terre, Cabillaud","carton,pot",baby-foods,a,-5,4.6,15.0,5.4,0,0,48.12,6.53,0
P'tit Onctueux au fromage blanc Fruits exotiques,"pots,carton",baby-foods,b,2,2.0,15.1,2.6,4,0,48.12,6.53,1
Areo Delightful Peppermint,"plastic,foil",sugary-snacks,e,26,28.9,61.6,5.4,3,0,47.63,-2.67,1
Moelleux au chocolat,carton,sugary-snacks,e,25,17.9,68.0,4.7,2,0,47.63,-2.67,1
Fitness Chocolat Noisette,"carton,plastique",plant-based-foods-and-beverages,d,11,6.2,74.2,7.9,7,0,47.63,-2.67,1
Muffins tout chocolat,carton,sugary-snacks,e,22,19.0,66.3,5.4,2,0,47.63,-2.67,1
Tarte en Or feuilletée -30% de Mat. Gr.,"sachet,plastique",pie-dough,d,13,16.0,42.8,6.6,0,1,47.63,-2.67,0
Nestlé Dessert Praliné,papier,sugary-snacks,e,21,34.4,53.0,6.3,1,0,47.63,-2.67,1
Chocapic,"carton,plastique,carton",plant-based-foods-and-beverages,c,7,4.5,75.8,8.1,4,1,47.63,-2.67,1
Salami 100 % pur porc,"barquette,plastique,frais,barquette",meats,e,24,35.6,1.0,20.0,3,0,50.38,2.33,1
Knacki au Jambon,"frais,plastique,sous vide",meats,d,14,17.5,2.0,13.0,3,0,47.63,-2.67,1
Pizza Fiesta! Chorizo,carton,meals,d,11,8.8,28.4,10.5,5,0,47.63,-2.67,1
Fiesta Pizza 3 Formaggi,"surgelé,carton,plastique",frozen-foods,d,12,10.4,29.0,12.6,3,0,47.63,-2.67,1
Pizza Fiesta,"carton,surgelé,plastique",frozen-foods,c,10,7.8,27.2,11.4,8,0,47.63,-2.67,1
Baby Dessert Choco Vanille,"carton,pot,plastique",baby-foods,b,1,2.2,13.0,3.1,3,0,48.12,6.53,1
Lentejas con verduras,lata,plant-based-foods-and-beverages,a,-1,2.7,6.8,2.9,0,0,47.63,-2.67,0
Garbanzos con espinacas,lata,plant-based-foods-and-beverages,a,-2,3.4,9.5,3.8,0,0,47.63,-2.67,0
Alubia pinta con arroz,lata,plant-based-foods-and-beverages,a,-3,2.9,8.6,3.4,0,0,47.63,-2.67,0
Smarties Mini,"kunststoff,karton",sugary-snacks,e,24,19.6,69.5,5.3,1,0,47.63,-2.67,1
Cervelas qualité supérieure 100 % pur porc,"plastique,sous-vide,frais",meats,e,19,25.0,1.0,12.0,7,0,47.63,-2.67,1
"Cervelas Qualité Supérieure, 100 % Pur Porc","frais,sachet plastique à jeter,sous-vide,sous atmosphère protectrice",fresh-foods,e,19,25.0,1.0,12.0,7,0,47.63,-2.67,1
Le Bon Poulet à la Broche,"barquette,plastique",meats,c,4,3.0,0.7,22.0,3,0,47.63,-2.67,1
Le bon poulet à la broche,"barquette,plastique",meats,c,4,3.0,0.7,22.0,3,0,47.63,-2.67,1
"Le Bon Poulet, Rôti au Thym (4 Tranches)","frais,barquette et film plastique à jeter,sous atmosphère protectrice,emballage avec des matériaux recyclés",fresh-foods,c,4,2.8,0.6,21.0,2,0,48.53,7.72,1
Le Bon Poulet Filet Nature,"barquette,plastique",meats,c,3,2.0,0.5,21.0,3,0,47.63,-2.67,1
Le Bon Poulet Filet Nature (4+1 tranches),"barquette,plastique",meats,c,3,2.0,0.5,21.0,3,0,48.53,7.72,1
Le Bon Poulet Filet Nature (4 tranches),"barquette,plastique,frais,sous atmosphère protectrice,emballage avec des matériaux recyclés.",meats,c,3,2.0,0.5,21.0,3,0,48.53,7.72,1
Perrier,"bouteille,plastique,bouteille",beverages,a,0,0.0,0.0,0.0,0,0,47.63,-2.67,0
Lait Concentré Sucré Écrémé,"conserve,métal",dairies,d,14,0.2,60.4,8.9,0,0,47.63,-2.67,0
Cocktail Sauce,"sachet,plastique",cocktail-sauces,e,21,66.1,6.6,1.0,0,0,47.63,-2.67,0
Sauce Barbecue,"sachet,plastique",groceries,d,13,0.4,24.5,1.1,1,0,47.63,-2.67,1
Moutarde miel,"flacon,plastique",groceries,d,16,4.7,27.4,5.3,0,0,47.63,-2.67,0
Knacki Ball Original,"plastique,boîte,frais,plastique",meats,e,19,23.0,2.5,12.0,4,0,48.53,7.72,1
"Tendre Noix, à la Broche (2 Tranches)","frais,barquette,plastique,barquette,barquette plastique,emballage,tranche",fresh-foods,c,5,3.0,0.5,21.0,2,0,47.63,-2.67,1
Tendre noix à la broche - 4 tranches,"barquette,plastique,tranche",meats,c,5,3.0,0.5,21.0,2,0,48.53,7.72,1
Tendre Noix à la Broche,"barquette,film,plastique,sous atmosphère protectrice",meats,c,5,3.0,0.5,21.0,2,0,47.63,-2.67,1
Tendre Noix Supérieur sans couenne,"barquette,plastique",meats,c,4,2.9,0.5,21.0,2,0,50.38,2.33,1
"Tendre Noix, Supérieur Sans Couenne (4 Tranches)","frais,barquette et film plastique à jeter,sous atmosphère protectrice,frais",fresh-foods,c,4,2.9,0.5,21.0,2,0,50.38,2.33,1
"Tendre Noix, Supérieur Sans Couenne (6 Tranches)","frais,barquette et film plastique à jeter,sous atmosphère protectrice",fresh-foods,c,4,2.9,0.5,21.0,2,0,50.38,2.33,1
Dès la naissance,"boîte,métal",baby-foods,e,27,27.6,58.5,9.6,7,1,47.63,-2.67,1
Lait 1er âge formule épaissie,"sachet,plastique",dairies,e,33,25.7,61.1,9.4,7,1,47.63,-2.67,1
L'Escargot lait,"carton,plastique",sugary-snacks,e,22,36.9,50.0,6.8,1,0,47.63,-2.67,1
L'Escargot Blanc,carton,sugary-snacks,e,24,34.4,54.5,7.3,1,1,47.63,-2.67,1
L'Escargot lait,"carton,plastique",sugary-snacks,e,21,37.0,49.9,6.8,1,0,47.63,-2.67,1
L'Escargot noir,"carton,plastique",sugary-snacks,e,21,36.9,48.2,6.4,1,0,47.63,-2.67,1
Nesquik,"carton,sachet,plastique",plant-based-foods-and-beverages,c,7,4.0,74.0,7.8,3,1,47.63,-2.67,1
Crunch (+50% gratuit),"carton,sachet,plastique",plant-based-foods-and-beverages,c,8,7.6,72.8,7.3,4,1,47.63,-2.67,1
Chocapic (+50% gratuit),"carton,sachet,plastique",plant-based-foods-and-beverages,c,7,4.5,75.8,8.1,4,1,47.63,-2.67,1
"NaturNes Navets, Pommes de terre","plastique,carton",baby-foods,a,-1,1.4,6.6,0.6,0,0,47.63,-2.67,0
Tendre Noix à la Broche (lot 2+1 gratuit),"barquette,plastique",meats,c,5,3.0,0.5,21.0,2,0,48.53,7.72,1
Lion Caramel et Chocolat (+50% gratuit),"carton,sachet,plastique",plant-based-foods-and-beverages,d,11,7.4,75.7,7.5,4,1,47.63,-2.67,1
"Tendre Noix, Supérieur Sans Couenne (4 tranches) Lot de 2 +1 Gratuit","frais,barquette et film plastique à jeter,sous atmosphère protectrice",fresh-foods,c,4,2.9,0.5,21.0,2,0,47.63,-2.67,1
P'tits Fruits Smoothie aux Fruits Pêche Pommes Bananes,"brique,carton",baby-foods,b,1,0.1,12.2,0.6,1,0,47.63,-2.67,1
Mon 1er P'tit Biscuit,"carton,sachets,plastique",baby-foods,d,12,8.5,75.0,8.5,7,1,47.63,-2.67,1
Ricoré,"boite en métal,opercule en métal,couvercle plastique",beverages,e,12,0.0,9.1,2.7,1,0,47.63,-2.67,1
Rustipani Geräucherter Käse,"frais,plastique",meals,d,17,12.7,60.0,21.1,0,0,47.63,-2.67,0
Liquide Sauce Poivres,"brique,carton",groceries,d,16,17.0,7.6,7.3,6,0,47.63,-2.67,1
Spaghetti alla Carbonara,tüten,dried-products,e,19,7.9,59.0,11.0,0,0,47.63,-2.67,0
"6 Original Knacki, 100 % Pur Porc","frais,sachet plastique à jeter,sous-vide,nouveau sachet micro ondable,frais",fresh-foods,d,17,23.0,2.0,12.5,4,0,50.38,2.33,1
Gâteau au Chocolat à Ma Façon,"doypack,plastique,sachet,frais,atmosphère protectrice",sugary-snacks,d,12,28.1,40.1,4.8,3,0,47.63,-2.67,1
Fitness delice,"carton,carton",plant-based-foods-and-beverages,c,7,9.8,62.9,9.7,3,0,47.63,-2.67,1
Fraîch'Up So Creamy façon Raclette,"carton,surgelé",frozen-foods,c,9,9.0,28.8,8.5,6,0,47.63,-2.67,1
Préparation Gâteau Nature À Ma Façon,"sachet,plastique,sous atmosphère protectrice,doypack",sugary-snacks,d,15,26.5,43.9,5.0,2,0,47.63,-2.67,1
Nesquik,"pot,plastique",beverages,e,17,1.8,9.8,3.6,4,0,47.63,-2.67,1
20 Knacki,"sous-vide,plastique,sous-vide",meats,d,18,23.0,2.0,12.5,4,0,47.63,-2.67,1
Chocolat noir,"sachet,plastique",sugary-snacks,e,21,34.7,50.6,4.9,1,0,47.63,-2.67,1
Original Knacki,"plastique,sous-vide,plastique",meats,d,17,23.0,2.0,12.5,4,0,50.38,2.33,1
Knacki® Original 100 % Pur Porc,"frais,sachet plastique,sous-vide,nouveau sachet micro ondable,frais,sous atmosphère protectrice",fresh-foods,d,17,23.0,2.0,12.5,4,0,50.38,2.33,1
"4 Original Knacki, 100 % Pur Porc (- 25 % de Sel)","frais,sachet plastique à jeter,sous-vide,nouveau sachet micro ondable,sachet",meats,d,16,23.0,2.0,12.5,5,0,50.38,2.33,1
P'tits Fruits Pommes,"pots,plastique,carton",baby-foods,b,1,0.1,11.9,0.3,1,0,47.63,-2.67,1
crunch,carton,plant-based-foods-and-beverages,c,8,7.6,72.8,7.3,3,1,47.63,-2.67,1
Nesquik (maxi format),"carton,sachet,plastique",plant-based-foods-and-beverages,c,7,4.0,74.0,7.8,3,1,47.63,-2.67,1
3in1 warmy caramel,"plastic,bag",beverages,e,32,12.0,79.0,1.4,6,0,47.63,-2.67,1
Chocapic,"carton,sachet,plastique,carton",plant-based-foods-and-beverages,c,7,4.5,75.8,8.1,4,1,47.63,-2.67,1
"6 Original Knacki, Happy Birthday (Sel Réduit de 25 %)","frais,sachet plastique,sous-vide",fresh-foods,d,16,23.0,2.0,12.5,1,0,47.63,-2.67,1
"Le Bon Paris, À l'Étouffée (4 Tranches)","frais,barquette et film plastique à jeter,nouvelle barquette",fresh-foods,c,3,2.5,0.5,20.0,2,0,50.38,2.33,1
Tendre Croque Chef Poêlée Forestière Bacon Emmental,"barquette,plastique",sandwiches,c,9,13.2,20.9,11.8,14,1,50.38,2.33,1
Tendre Croque Chef Pain de Campagne Moutarde à l'Estragon Cantal Jambon,"barquette,plastique",sandwiches,c,10,12.2,23.4,10.3,14,1,50.38,2.33,1
Extrême vanille de Madagascar,"carton,surgelé",desserts,c,10,9.2,22.0,1.9,7,1,47.63,-2.67,1
Kit Kat Chunky,plastic,sugary-snacks,e,24,25.6,65.1,5.4,1,0,47.63,-2.67,1
"10 Original Knacki, Happy Birthday (Sel Réduit de 25 %)","frais,sachet plastique,sous-vide,barquette",fresh-foods,d,16,23.0,2.0,12.5,1,0,50.38,2.33,1
Tendre Noix à la Broche Cuisinié au Miel & Romarin,"barquette,film,plastique,sous atmosphère protectrice",meats,c,5,3.0,0.8,20.0,2,0,47.63,-2.67,1
La Laitière Les Sélections Vanille Praliné,"surgelé,plastique",desserts,c,6,7.4,14.9,1.5,8,0,47.63,-2.67,1
Extrême Vanille Pépites de nougatine,"carton,surgelé",desserts,c,10,9.2,22.0,1.9,7,1,47.63,-2.67,1
Extrême Chocolat et pépites de nougatine,"surgelé,boîte,carton",desserts,c,9,9.0,22.4,2.1,8,1,47.63,-2.67,1
P'tit Brassé Framboise,"pot,plastique,carton",baby-foods,c,4,3.4,15.7,3.0,2,0,47.63,-2.67,1
P'tit brassé Myrtille,"sachet,plastique",baby-foods,c,4,3.4,15.7,3.0,1,0,47.63,-2.67,1
Babicao saveur Chocolat,"brique,carton",baby-foods,b,1,3.3,11.8,3.6,6,1,47.63,-2.67,1
P'tit Dej Biscuité,"carton,brique",baby-foods,b,2,2.9,13.0,2.7,5,1,47.63,-2.67,1
P'tit Dej Banane,"briques,carton",baby-foods,b,2,2.6,11.9,2.6,5,1,47.63,-2.67,1
P'tit Dej Croissance saveur Madeleine Chocolat,"carton,pack,brique",baby-foods,b,2,3.1,12.1,2.7,5,1,47.63,-2.67,1
P'tit Dej Croissance saveur Biscuit Noisette,"carton,plastique",baby-foods,b,2,2.8,13.0,2.9,5,1,47.63,-2.67,1
Nestlé P'tit Déj saveur Vanille Gourmande,"brique,carton",baby-foods,b,2,2.6,12.6,2.3,5,1,47.63,-2.67,1
P'tit Déj Saveur Chocolat au Lait,carton,baby-foods,b,1,2.5,13.8,2.9,5,1,47.63,-2.67,1
Nestle Vanilla,"sachet,plastique",beverages,e,13,2.6,11.7,2.5,5,1,47.63,-2.67,1
Pâte d'amande chocolat noir,"feuilles,papier,métal",sugary-snacks,e,21,30.3,49.2,7.3,1,0,47.63,-2.67,1
P'tite recette Chili Con Carne,"assiette,plastique",baby-foods,a,-1,2.1,8.1,2.9,0,0,47.63,-2.67,0
Coeur de bouillon,"sachet,plastique",cubes,d,11,6.0,16.0,3.2,1,0,47.63,-2.67,1
Extrême Collection Délice Fruits Rouges Glace Veloutée,"carton,surgelé",desserts,c,6,5.5,23.1,1.3,11,1,47.63,-2.67,1
Lion,"sachet,plastique",sugary-snacks,e,26,20.8,67.0,4.4,3,1,47.63,-2.67,1
P'tit Brassé framboise,"pot,carton,plastique",baby-foods,c,4,3.4,15.7,3.0,2,0,47.63,-2.67,1
P'tit brassé poire,"pots,plastique,carton",baby-foods,c,4,3.4,15.7,3.0,3,0,47.63,-2.67,1
P'tits Fruits pommes ananas,"pack,carton,pot,plastique",plant-based-foods-and-beverages,a,-4,0.1,13.2,0.4,1,0,47.63,-2.67,1
P'tit Brassé Fraise,"pots,plastique,carton,pack",baby-foods,c,4,3.4,15.7,3.0,2,0,47.63,-2.67,1
P'tit Brassé Banane,"pot,carton,plastique",baby-foods,c,4,3.4,16.0,3.0,3,0,47.63,-2.67,1
"Le Mystère, Vanille de Madagascar Cœur meringue","boîte carton,plastique,surgelé",desserts,c,8,8.7,37.4,3.5,8,0,47.63,-2.67,1
P'tits fruits pommes cassis,"pots,plastique,pack,carton",plant-based-foods-and-beverages,a,-5,0.1,11.8,0.3,1,0,47.63,-2.67,1
P'tits fruits pommes oranges,"pack,carton,pot,plastique",plant-based-foods-and-beverages,a,-4,0.1,11.5,0.4,1,0,47.63,-2.67,1
P'tits Fruits Pommes Fraises,"carton,pot,plastique",baby-foods,b,0,0.1,10.8,0.3,1,0,47.63,-2.67,1
Hépar,"bouteille,plastique",beverages,a,0,0.0,0.0,0.0,0,0,47.63,-2.67,0
Le Mystère Original - Vanille Cœur Meringue,"carton,surgelé,plastique",desserts,b,2,5.7,22.8,2.2,7,0,47.63,-2.67,1
P'tit Brassé Myrtille,"pot,carton,plastique",baby-foods,c,4,3.4,15.7,3.0,2,0,47.63,-2.67,1
P'tit Brassé Abricot,"pot,carton,plastique",baby-foods,c,4,3.4,15.7,3.0,2,0,47.63,-2.67,1
P'tit Gourmand saveur Vanille,"pots,plastique,carton",baby-foods,c,3,3.1,13.0,3.0,1,0,47.63,-2.67,1
P'tit Gourmand chocolat (lot de 8 pots),"pot,plastique,carton",baby-foods,c,3,2.5,13.4,3.2,3,0,48.12,6.53,1
KitKat,"sachet individuel,plastique",sugary-snacks,e,24,27.7,60.0,6.8,2,1,47.63,-2.67,1
Kit Kat,"sachet,plastique",sugary-snacks,e,24,27.7,60.0,6.8,1,0,47.63,-2.67,1
Nestlé P'tit Brassé banane,"plastique,carton,pot",baby-foods,c,4,3.4,16.0,3.0,3,0,47.63,-2.67,1
P'tit Brassé Abricot,"frais,plastique,carton",dairies,c,4,3.4,15.7,3.0,4,0,47.63,-2.67,1
P'tit Brassé saveur Nature Sucré,"pot,plastique,carton",baby-foods,b,2,3.1,11.0,3.2,2,0,47.63,-2.67,1
P'tit brassé Poire,"coupelles,plastique,carton",baby-foods,c,4,3.4,15.7,3.0,3,0,47.63,-2.67,1
P'tit Brassé Fraise,"coupelles,plastique,carton",baby-foods,c,4,3.4,15.7,3.0,2,0,47.63,-2.67,1
P'tit brassé Myrtille,"coupelles,plastique,carton",baby-foods,c,4,3.4,15.7,3.0,2,0,47.63,-2.67,1
"Les recettes de l'atelier raisins, amandes & noisettes",papier,sugary-snacks,d,17,36.2,42.4,8.6,1,0,47.63,-2.67,1
Les recettes de l'atelier Noisettes entières torrifiées chocolat au lait,"sachet,plastique",sugary-snacks,e,23,36.5,48.6,9.3,1,0,47.63,-2.67,1
Lot de 12 P'tit Brassé mini x6 saveur nature sucré x6 abricot,"pack,carton,plastique,pot",baby-foods,c,4,3.4,15.7,3.0,4,0,47.63,-2.67,1
"Riz, champignons, cabillaud","plastique,barquette,assiette",meals,a,-1,1.6,7.5,2.4,0,0,47.63,-2.67,0
"NaturNes Carottes, Poireaux, Cabillaud et petites pâtes",plastique,baby-foods,a,-1,2.0,7.3,2.7,0,0,47.63,-2.67,0
Chocolat Noir Dessert,"papier,aluminium",sugary-snacks,e,21,34.7,50.6,4.9,1,0,47.63,-2.67,1
Dessert Noir,"papier,plastique",sugary-snacks,e,21,34.7,50.6,4.9,1,0,47.63,-2.67,1
chocolat noir  pâtissier ,barquette refermable,sugary-snacks,e,21,34.7,50.6,4.9,1,0,47.63,-2.67,1
Dessert Noir,"papier,paquet,tablette",sugary-snacks,e,21,34.7,50.6,4.9,1,0,47.63,-2.67,1
Dessert Corsé,"papier,aluminium",sugary-snacks,d,18,37.5,40.8,7.2,1,0,47.63,-2.67,1
"Les recettes de l'Atelier Cassis, Amandes & Noisettes","papier,aluminium",sugary-snacks,e,22,32.9,51.6,8.9,1,0,47.63,-2.67,1
La Laitière Sélections Fruitées façon Fraise Melba,"barquette,plastique,surgelé",desserts,c,4,1.0,17.0,0.6,14,0,47.63,-2.67,1
"NaturNes Petits Légumes, Colin d'Alaska","carton,plastique",baby-foods,a,-3,2.1,6.7,2.6,0,0,47.63,-2.67,0
Saucisses fumées Knacki,"plastique,sous-vide,frais",meats,d,18,23.0,2.0,12.5,4,0,50.38,2.33,1
Knacki fumée,"plastique,sous-vide",meats,d,17,23.0,2.0,12.5,4,0,48.53,7.72,1
4 Knacki fumée,"plastique,sous-vide,frais",meats,d,17,23.0,2.0,12.5,4,0,50.38,2.33,1
"P'tit souper crème de petits pois, petites pâtes","pack,carton,pots,plastique",baby-foods,a,-2,1.8,8.0,2.5,0,0,47.63,-2.67,0
Extrême Chocolat Noisettes,"carton,surgelé",desserts,c,8,9.4,22.1,2.0,6,1,47.63,-2.67,1
Extrême Collection Macaron Caramel pointe de Sel,"carton,surgelé",desserts,c,9,8.2,23.5,1.8,8,1,47.63,-2.67,1
Dessert noir,"papier,aluminium,plastique",sugary-snacks,e,21,34.7,50.6,4.9,1,0,47.63,-2.67,1
Fond de veau dégraissé,"carton,plastique",groceries,d,13,2.1,40.2,5.6,2,0,47.63,-2.67,1
Maxi format P'tits fruits 8x pommes ananas / 4x pommes cassis / 4x pommes oranges,"pack,carton,pots,plastique",plant-based-foods-and-beverages,a,-4,0.1,13.2,0.4,1,0,47.63,-2.67,1
Nidal 1,"etui carton,sachet plastique",baby-foods,e,27,27.7,57.4,9.6,12,1,47.63,-2.67,1
Chocolat Smarties,"papier,aluminium",sugary-snacks,e,24,27.3,60.6,7.3,3,0,47.63,-2.67,1
NESCAFE Cappucino intenso,"sachet,plastique",beverages,e,30,13.4,53.4,13.0,3,0,47.63,-2.67,1
Smarties pop up,"carton,surgelé",desserts,c,6,7.5,30.6,2.6,1,0,47.63,-2.67,1
Piccolinis Tentazione Saumon & Épinards,"carton,surgelé",frozen-foods,c,10,11.6,27.2,9.6,1,0,47.63,-2.67,1
Guigoz Croissance 3 Fibre,"sachet,plastique",dairies,b,0,3.0,8.1,1.5,1,0,47.63,-2.67,1
Smarties 100% Bleu Edition givrée,"tube,carton,plastique",sugary-snacks,e,24,19.6,69.2,5.4,3,0,47.63,-2.67,1
Rapé de jambon fumé,"sachet,plastique,sous atmosphère protectrice",meats,d,11,3.0,2.0,20.0,6,0,48.53,7.72,1
Charcutier Gros Lardons,"frais,plastique,atmosphère protectrice,barquette",meats,e,21,25.0,0.4,15.5,4,0,50.38,2.33,1
Céréales au Chocolat Nesquik,"carton,sachet,boîte",plant-based-foods-and-beverages,c,7,4.0,74.0,7.8,4,1,47.63,-2.67,1
Lardons Charcutier fumage traditionnel découpe n°2,"barquette,plastique",meats,e,21,25.0,0.4,15.5,4,0,50.38,2.33,1
Allumettes Charcutier,"frais,plastique,atmosphère protectrice",meats,e,21,25.0,0.4,15.5,4,0,50.38,2.33,1
Tendre Croc' Brioché Jambon & Emmental,"barquette,plastique",sandwiches,d,14,11.0,27.0,13.0,10,0,50.38,2.33,1
Tendre Croque Pain Brioché Jambon & Comté,"barquette,plastique",sandwiches,d,14,11.5,28.3,12.2,12,0,50.38,2.33,1
Le Bon Poulet -25% de Sel,"barquette,plastique,barquette",meats,b,1,2.0,0.5,21.0,3,0,48.53,7.72,1
Knacki Gourmande 100% Poulet,"sachet,plastique,sous-vide",meats,d,11,15.0,1.5,14.0,2,0,48.53,7.72,1
Tendre Noix à la Broche cuisiné aux figues,"barquette,plastique,sous atmosphère protectrice",meats,c,5,3.0,2.6,21.0,2,0,47.63,-2.67,1
Fitness Cioccolato Cereali - Fiocchi di frumento e fiocchi ricoperti di cioccolato al latte,"scatola,cartone",plant-based-foods-and-beverages,c,10,7.5,70.7,8.5,2,0,47.63,-2.67,1
Le Bon Paris Fumé,"barquette,plastique",meats,c,4,2.4,0.4,21.0,2,0,48.53,7.72,1
Lion Crunchy Muesli Caramel & Chocolat,"carton,sachet,plastique",plant-based-foods-and-beverages,c,9,9.8,68.8,10.1,6,1,47.63,-2.67,1
Chocolat au lait noisettes entières torréfiées,"plastique,aluminium",sugary-snacks,e,23,36.5,48.6,9.3,1,0,47.63,-2.67,1
Les Recettes de l'Atelier - Chocolat Noir Noisettes Entières Torréfiées,"papier,aluminium",sugary-snacks,e,19,40.9,38.5,9.1,1,0,47.63,-2.67,1
"Les Recettes de l'Atelier Raisins, Amandes & Noisettes Chocolat Noir (Offre Gourmande)",papier,sugary-snacks,d,17,36.2,42.4,8.6,1,0,47.63,-2.67,1
"My Moment, Pamplemousse rose - canneberge","sachet,plastique",beverages,e,16,0.5,11.2,0.5,0,0,47.63,-2.67,0
Crunch,"sachet,plastique,etui,carton,sachet",plant-based-foods-and-beverages,c,8,7.6,72.8,7.3,4,1,47.63,-2.67,1
Pâte brisée Tarte en Or,"plastique,sachet,plastique,rouleau,film plastique",pie-dough,d,13,20.9,39.3,6.1,1,0,47.63,-2.67,1
Pâte brisée Trésor de Grand-Mère,"sachet,plastique,papier sulfurisé,sous atmosphère protectrice,sachet",pie-dough,d,13,20.9,39.3,6.1,0,1,47.63,-2.67,0
Pate feuilletée tarte en or,"etui,plastique,sachet,etui",pie-dough,d,16,23.6,36.7,5.8,0,1,47.63,-2.67,0
Tendre Noix Supérieur Label Rouge,"barquette,plastique",meats,c,5,3.5,0.5,20.0,2,0,47.63,-2.67,1
Smarties,carton,sugary-snacks,e,24,27.2,61.0,6.4,3,0,47.63,-2.67,1
Pâte feuilletée,"carton,film plastique,carton,étui carton à recycler,papier de cuisson et film plastique à jeter,frais,rouleau,emballage",pie-dough,d,16,23.6,36.7,5.8,0,1,47.63,-2.67,0
Nesquik,"plastique,boite",beverages,e,17,1.8,9.8,3.6,4,0,47.63,-2.67,1
Le Bon Poulet -25% de Sel (lot de 2 + 1 gratuit),"barquette,plastique",meats,b,1,1.76,0.441,18.5,3,0,48.53,7.72,1
Tendre Noix à la Broche cuisiné aux Figues,"barquette,plastique",meats,c,5,3.0,2.6,21.0,2,0,48.53,7.72,1
